date,datetime,timestamp,season,away,away_code,away_pts,home,home_code,home_pts,overtime,type,boxscore
11/26/2022,11/26/2022 20:00,1669492800,2023,Los Angeles Lakers,LAL,143,San Antonio Spurs,SAS,138,,,https://www.basketball-reference.com/boxscores/202211260SAS.html
11/26/2022,11/26/2022 21:00,1669496400,2023,Utah Jazz,UTA,112,Phoenix Suns,PHO,113,,,https://www.basketball-reference.com/boxscores/202211260PHO.html
11/27/2022,11/27/2022 15:00,1669561200,2023,Portland Trail Blazers,POR,97,Brooklyn Nets,BRK,111,,,https://www.basketball-reference.com/boxscores/202211270BRK.html
11/27/2022,11/27/2022 15:30,1669563000,2023,Golden State Warriors,GSW,137,Minnesota Timberwolves,MIN,114,,,https://www.basketball-reference.com/boxscores/202211270MIN.html
11/27/2022,11/27/2022 16:00,1669564800,2023,Indiana Pacers,IND,100,Los Angeles Clippers,LAC,114,,,https://www.basketball-reference.com/boxscores/202211270LAC.html
11/27/2022,11/27/2022 17:00,1669568400,2023,Miami Heat,MIA,106,Atlanta Hawks,ATL,98,,,https://www.basketball-reference.com/boxscores/202211270ATL.html
11/27/2022,11/27/2022 18:00,1669572000,2023,Washington Wizards,WAS,121,Boston Celtics,BOS,130,,,https://www.basketball-reference.com/boxscores/202211270BOS.html
11/27/2022,11/27/2022 18:00,1669572000,2023,Cleveland Cavaliers,CLE,102,Detroit Pistons,DET,94,,,https://www.basketball-reference.com/boxscores/202211270DET.html
11/27/2022,11/27/2022 18:00,1669572000,2023,Memphis Grizzlies,MEM,127,New York Knicks,NYK,123,,,https://www.basketball-reference.com/boxscores/202211270NYK.html
11/27/2022,11/27/2022 18:00,1669572000,2023,Philadelphia 76ers,PHI,133,Orlando Magic,ORL,103,,,https://www.basketball-reference.com/boxscores/202211270ORL.html
11/27/2022,11/27/2022 20:00,1669579200,2023,Dallas Mavericks,DAL,115,Milwaukee Bucks,MIL,124,,,https://www.basketball-reference.com/boxscores/202211270MIL.html
11/28/2022,11/28/2022 19:00,1669662000,2023,Atlanta Hawks,ATL,101,Philadelphia 76ers,PHI,104,,,https://www.basketball-reference.com/boxscores/202211280PHI.html
11/28/2022,11/28/2022 19:00,1669662000,2023,Minnesota Timberwolves,MIN,127,Washington Wizards,WAS,142,,,https://www.basketball-reference.com/boxscores/202211280WAS.html
11/28/2022,11/28/2022 19:30,1669663800,2023,Charlotte Hornets,CHO,105,Boston Celtics,BOS,140,,,https://www.basketball-reference.com/boxscores/202211280BOS.html
11/28/2022,11/28/2022 19:30,1669663800,2023,Orlando Magic,ORL,102,Brooklyn Nets,BRK,109,,,https://www.basketball-reference.com/boxscores/202211280BRK.html
11/28/2022,11/28/2022 19:30,1669663800,2023,Cleveland Cavaliers,CLE,88,Toronto Raptors,TOR,100,,,https://www.basketball-reference.com/boxscores/202211280TOR.html
11/28/2022,11/28/2022 20:00,1669665600,2023,Oklahoma City Thunder,OKC,101,New Orleans Pelicans,NOP,105,,,https://www.basketball-reference.com/boxscores/202211280NOP.html
11/28/2022,11/28/2022 21:00,1669669200,2023,Houston Rockets,HOU,113,Denver Nuggets,DEN,129,,,https://www.basketball-reference.com/boxscores/202211280DEN.html
11/28/2022,11/28/2022 21:00,1669669200,2023,Chicago Bulls,CHI,114,Utah Jazz,UTA,107,,,https://www.basketball-reference.com/boxscores/202211280UTA.html
11/28/2022,11/28/2022 22:00,1669672800,2023,Phoenix Suns,PHO,122,Sacramento Kings,SAC,117,,,https://www.basketball-reference.com/boxscores/202211280SAC.html
11/28/2022,11/28/2022 22:30,1669674600,2023,Indiana Pacers,IND,116,Los Angeles Lakers,LAL,115,,,https://www.basketball-reference.com/boxscores/202211280LAL.html
11/29/2022,11/29/2022 19:00,1669748400,2023,New York Knicks,NYK,140,Detroit Pistons,DET,110,,,https://www.basketball-reference.com/boxscores/202211290DET.html
11/29/2022,11/29/2022 19:30,1669750200,2023,Golden State Warriors,GSW,113,Dallas Mavericks,DAL,116,,,https://www.basketball-reference.com/boxscores/202211290DAL.html
11/29/2022,11/29/2022 22:00,1669759200,2023,Los Angeles Clippers,LAC,118,Portland Trail Blazers,POR,112,,,https://www.basketball-reference.com/boxscores/202211290POR.html
11/30/2022,11/30/2022 19:00,1669834800,2023,Philadelphia 76ers,PHI,85,Cleveland Cavaliers,CLE,113,,,https://www.basketball-reference.com/boxscores/202211300CLE.html
11/30/2022,11/30/2022 19:00,1669834800,2023,Atlanta Hawks,ATL,125,Orlando Magic,ORL,108,,,https://www.basketball-reference.com/boxscores/202211300ORL.html
11/30/2022,11/30/2022 19:30,1669836600,2023,Miami Heat,MIA,121,Boston Celtics,BOS,134,,,https://www.basketball-reference.com/boxscores/202211300BOS.html
11/30/2022,11/30/2022 19:30,1669836600,2023,Washington Wizards,WAS,107,Brooklyn Nets,BRK,113,,,https://www.basketball-reference.com/boxscores/202211300BRK.html
11/30/2022,11/30/2022 19:30,1669836600,2023,Milwaukee Bucks,MIL,109,New York Knicks,NYK,103,,,https://www.basketball-reference.com/boxscores/202211300NYK.html
11/30/2022,11/30/2022 20:00,1669838400,2023,Memphis Grizzlies,MEM,101,Minnesota Timberwolves,MIN,109,,,https://www.basketball-reference.com/boxscores/202211300MIN.html
11/30/2022,11/30/2022 20:00,1669838400,2023,Toronto Raptors,TOR,108,New Orleans Pelicans,NOP,126,,,https://www.basketball-reference.com/boxscores/202211300NOP.html
11/30/2022,11/30/2022 20:00,1669838400,2023,San Antonio Spurs,SAS,111,Oklahoma City Thunder,OKC,119,,,https://www.basketball-reference.com/boxscores/202211300OKC.html
11/30/2022,11/30/2022 21:00,1669842000,2023,Houston Rockets,HOU,100,Denver Nuggets,DEN,120,,,https://www.basketball-reference.com/boxscores/202211300DEN.html
11/30/2022,11/30/2022 21:00,1669842000,2023,Chicago Bulls,CHI,113,Phoenix Suns,PHO,132,,,https://www.basketball-reference.com/boxscores/202211300PHO.html
11/30/2022,11/30/2022 21:00,1669842000,2023,Los Angeles Clippers,LAC,112,Utah Jazz,UTA,125,,,https://www.basketball-reference.com/boxscores/202211300UTA.html
11/30/2022,11/30/2022 22:00,1669845600,2023,Indiana Pacers,IND,114,Sacramento Kings,SAC,137,,,https://www.basketball-reference.com/boxscores/202211300SAC.html
11/30/2022,11/30/2022 22:30,1669847400,2023,Portland Trail Blazers,POR,109,Los Angeles Lakers,LAL,128,,,https://www.basketball-reference.com/boxscores/202211300LAL.html
12/1/2022,12/1/2022 19:00,1669921200,2023,Dallas Mavericks,DAL,125,Detroit Pistons,DET,131,OT,,https://www.basketball-reference.com/boxscores/202212010DET.html
12/2/2022,12/2/2022 19:00,1670007600,2023,Washington Wizards,WAS,116,Charlotte Hornets,CHO,117,,,https://www.basketball-reference.com/boxscores/202212020CHO.html
12/2/2022,12/2/2022 19:30,1670009400,2023,Denver Nuggets,DEN,109,Atlanta Hawks,ATL,117,,,https://www.basketball-reference.com/boxscores/202212020ATL.html
12/2/2022,12/2/2022 19:30,1670009400,2023,Miami Heat,MIA,120,Boston Celtics,BOS,116,OT,,https://www.basketball-reference.com/boxscores/202212020BOS.html
12/2/2022,12/2/2022 19:30,1670009400,2023,Toronto Raptors,TOR,105,Brooklyn Nets,BRK,114,,,https://www.basketball-reference.com/boxscores/202212020BRK.html
12/2/2022,12/2/2022 19:30,1670009400,2023,Orlando Magic,ORL,96,Cleveland Cavaliers,CLE,107,,,https://www.basketball-reference.com/boxscores/202212020CLE.html
12/2/2022,12/2/2022 19:30,1670009400,2023,Los Angeles Lakers,LAL,133,Milwaukee Bucks,MIL,129,,,https://www.basketball-reference.com/boxscores/202212020MIL.html
12/2/2022,12/2/2022 20:00,1670011200,2023,Philadelphia 76ers,PHI,109,Memphis Grizzlies,MEM,117,,,https://www.basketball-reference.com/boxscores/202212020MEM.html
12/2/2022,12/2/2022 20:00,1670011200,2023,New Orleans Pelicans,NOP,117,San Antonio Spurs,SAS,99,,,https://www.basketball-reference.com/boxscores/202212020SAS.html
12/2/2022,12/2/2022 21:00,1670014800,2023,Houston Rockets,HOU,122,Phoenix Suns,PHO,121,,,https://www.basketball-reference.com/boxscores/202212020PHO.html
12/2/2022,12/2/2022 21:00,1670014800,2023,Indiana Pacers,IND,119,Utah Jazz,UTA,139,,,https://www.basketball-reference.com/boxscores/202212020UTA.html
12/2/2022,12/2/2022 22:00,1670018400,2023,Chicago Bulls,CHI,111,Golden State Warriors,GSW,119,,,https://www.basketball-reference.com/boxscores/202212020GSW.html
12/3/2022,12/3/2022 12:30,1670070600,2023,Dallas Mavericks,DAL,121,New York Knicks,NYK,100,,,https://www.basketball-reference.com/boxscores/202212030NYK.html
12/3/2022,12/3/2022 16:00,1670083200,2023,Sacramento Kings,SAC,123,Los Angeles Clippers,LAC,96,,,https://www.basketball-reference.com/boxscores/202212030LAC.html
12/3/2022,12/3/2022 18:00,1670090400,2023,Milwaukee Bucks,MIL,105,Charlotte Hornets,CHO,96,,,https://www.basketball-reference.com/boxscores/202212030CHO.html
12/3/2022,12/3/2022 20:00,1670097600,2023,Oklahoma City Thunder,OKC,135,Minnesota Timberwolves,MIN,128,,,https://www.basketball-reference.com/boxscores/202212030MIN.html
12/3/2022,12/3/2022 20:00,1670097600,2023,Orlando Magic,ORL,108,Toronto Raptors,TOR,121,,,https://www.basketball-reference.com/boxscores/202212030TOR.html
12/3/2022,12/3/2022 20:30,1670099400,2023,Houston Rockets,HOU,101,Golden State Warriors,GSW,120,,,https://www.basketball-reference.com/boxscores/202212030GSW.html
12/3/2022,12/3/2022 21:00,1670101200,2023,Portland Trail Blazers,POR,116,Utah Jazz,UTA,111,,,https://www.basketball-reference.com/boxscores/202212030UTA.html
12/4/2022,12/4/2022 15:30,1670167800,2023,Denver Nuggets,DEN,106,New Orleans Pelicans,NOP,121,,,https://www.basketball-reference.com/boxscores/202212040NOP.html
12/4/2022,12/4/2022 16:00,1670169600,2023,Phoenix Suns,PHO,133,San Antonio Spurs,SAS,95,,,https://www.basketball-reference.com/boxscores/202212040SAS.html
12/4/2022,12/4/2022 18:00,1670176800,2023,Boston Celtics,BOS,103,Brooklyn Nets,BRK,92,,,https://www.basketball-reference.com/boxscores/202212040BRK.html
12/4/2022,12/4/2022 18:00,1670176800,2023,Memphis Grizzlies,MEM,122,Detroit Pistons,DET,112,,,https://www.basketball-reference.com/boxscores/202212040DET.html
12/4/2022,12/4/2022 18:00,1670176800,2023,Cleveland Cavaliers,CLE,81,New York Knicks,NYK,92,,,https://www.basketball-reference.com/boxscores/202212040NYK.html
12/4/2022,12/4/2022 18:00,1670176800,2023,Chicago Bulls,CHI,101,Sacramento Kings,SAC,110,,,https://www.basketball-reference.com/boxscores/202212040SAC.html
12/4/2022,12/4/2022 18:00,1670176800,2023,Los Angeles Lakers,LAL,130,Washington Wizards,WAS,119,,,https://www.basketball-reference.com/boxscores/202212040WAS.html
12/4/2022,12/4/2022 21:00,1670187600,2023,Indiana Pacers,IND,100,Portland Trail Blazers,POR,116,,,https://www.basketball-reference.com/boxscores/202212040POR.html
12/5/2022,12/5/2022 19:00,1670266800,2023,Los Angeles Clippers,LAC,119,Charlotte Hornets,CHO,117,,,https://www.basketball-reference.com/boxscores/202212050CHO.html
12/5/2022,12/5/2022 19:00,1670266800,2023,Milwaukee Bucks,MIL,109,Orlando Magic,ORL,102,,,https://www.basketball-reference.com/boxscores/202212050ORL.html
12/5/2022,12/5/2022 19:30,1670268600,2023,Oklahoma City Thunder,OKC,121,Atlanta Hawks,ATL,114,,,https://www.basketball-reference.com/boxscores/202212050ATL.html
12/5/2022,12/5/2022 19:30,1670268600,2023,Boston Celtics,BOS,116,Toronto Raptors,TOR,110,,,https://www.basketball-reference.com/boxscores/202212050TOR.html
12/5/2022,12/5/2022 20:00,1670270400,2023,Philadelphia 76ers,PHI,123,Houston Rockets,HOU,132,2OT,,https://www.basketball-reference.com/boxscores/202212050HOU.html
12/5/2022,12/5/2022 20:00,1670270400,2023,Miami Heat,MIA,93,Memphis Grizzlies,MEM,101,,,https://www.basketball-reference.com/boxscores/202212050MEM.html
12/5/2022,12/5/2022 20:30,1670272200,2023,Phoenix Suns,PHO,111,Dallas Mavericks,DAL,130,,,https://www.basketball-reference.com/boxscores/202212050DAL.html
12/5/2022,12/5/2022 22:00,1670277600,2023,Indiana Pacers,IND,112,Golden State Warriors,GSW,104,,,https://www.basketball-reference.com/boxscores/202212050GSW.html
12/6/2022,12/6/2022 19:30,1670355000,2023,Los Angeles Lakers,LAL,102,Cleveland Cavaliers,CLE,116,,,https://www.basketball-reference.com/boxscores/202212060CLE.html
12/6/2022,12/6/2022 19:30,1670355000,2023,Detroit Pistons,DET,116,Miami Heat,MIA,96,,,https://www.basketball-reference.com/boxscores/202212060MIA.html
12/6/2022,12/6/2022 22:00,1670364000,2023,Dallas Mavericks,DAL,116,Denver Nuggets,DEN,115,,,https://www.basketball-reference.com/boxscores/202212060DEN.html
12/7/2022,12/7/2022 19:00,1670439600,2023,Los Angeles Clippers,LAC,111,Orlando Magic,ORL,116,OT,,https://www.basketball-reference.com/boxscores/202212070ORL.html
12/7/2022,12/7/2022 19:30,1670441400,2023,Charlotte Hornets,CHO,116,Brooklyn Nets,BRK,122,,,https://www.basketball-reference.com/boxscores/202212070BRK.html
12/7/2022,12/7/2022 19:30,1670441400,2023,Atlanta Hawks,ATL,89,New York Knicks,NYK,113,,,https://www.basketball-reference.com/boxscores/202212070NYK.html
12/7/2022,12/7/2022 19:30,1670441400,2023,Los Angeles Lakers,LAL,113,Toronto Raptors,TOR,126,,,https://www.basketball-reference.com/boxscores/202212070TOR.html
12/7/2022,12/7/2022 20:00,1670443200,2023,Washington Wizards,WAS,111,Chicago Bulls,CHI,115,,,https://www.basketball-reference.com/boxscores/202212070CHI.html
12/7/2022,12/7/2022 20:00,1670443200,2023,Oklahoma City Thunder,OKC,102,Memphis Grizzlies,MEM,123,,,https://www.basketball-reference.com/boxscores/202212070MEM.html
12/7/2022,12/7/2022 20:00,1670443200,2023,Sacramento Kings,SAC,113,Milwaukee Bucks,MIL,126,,,https://www.basketball-reference.com/boxscores/202212070MIL.html
12/7/2022,12/7/2022 20:00,1670443200,2023,Indiana Pacers,IND,115,Minnesota Timberwolves,MIN,121,,,https://www.basketball-reference.com/boxscores/202212070MIN.html
12/7/2022,12/7/2022 20:00,1670443200,2023,Detroit Pistons,DET,98,New Orleans Pelicans,NOP,104,,,https://www.basketball-reference.com/boxscores/202212070NOP.html
12/7/2022,12/7/2022 21:00,1670446800,2023,Golden State Warriors,GSW,123,Utah Jazz,UTA,124,,,https://www.basketball-reference.com/boxscores/202212070UTA.html
12/7/2022,12/7/2022 22:00,1670450400,2023,Boston Celtics,BOS,125,Phoenix Suns,PHO,98,,,https://www.basketball-reference.com/boxscores/202212070PHO.html
12/8/2022,12/8/2022 19:30,1670527800,2023,Los Angeles Clippers,LAC,110,Miami Heat,MIA,115,,,https://www.basketball-reference.com/boxscores/202212080MIA.html
12/8/2022,12/8/2022 20:30,1670531400,2023,Houston Rockets,HOU,109,San Antonio Spurs,SAS,118,,,https://www.basketball-reference.com/boxscores/202212080SAS.html
12/8/2022,12/8/2022 22:00,1670536800,2023,Denver Nuggets,DEN,121,Portland Trail Blazers,POR,120,,,https://www.basketball-reference.com/boxscores/202212080POR.html
12/9/2022,12/9/2022 19:00,1670612400,2023,New York Knicks,NYK,121,Charlotte Hornets,CHO,102,,,https://www.basketball-reference.com/boxscores/202212090CHO.html
12/9/2022,12/9/2022 19:00,1670612400,2023,Washington Wizards,WAS,111,Indiana Pacers,IND,121,,,https://www.basketball-reference.com/boxscores/202212090IND.html
12/9/2022,12/9/2022 19:00,1670612400,2023,Toronto Raptors,TOR,109,Orlando Magic,ORL,113,,,https://www.basketball-reference.com/boxscores/202212090ORL.html
12/9/2022,12/9/2022 19:30,1670614200,2023,Atlanta Hawks,ATL,116,Brooklyn Nets,BRK,120,,,https://www.basketball-reference.com/boxscores/202212090BRK.html
12/9/2022,12/9/2022 19:30,1670614200,2023,Sacramento Kings,SAC,106,Cleveland Cavaliers,CLE,95,,,https://www.basketball-reference.com/boxscores/202212090CLE.html
12/9/2022,12/9/2022 19:30,1670614200,2023,Los Angeles Lakers,LAL,122,Philadelphia 76ers,PHI,133,OT,,https://www.basketball-reference.com/boxscores/202212090PHI.html
12/9/2022,12/9/2022 20:00,1670616000,2023,Detroit Pistons,DET,103,Memphis Grizzlies,MEM,114,,,https://www.basketball-reference.com/boxscores/202212090MEM.html
12/9/2022,12/9/2022 20:30,1670617800,2023,Phoenix Suns,PHO,117,New Orleans Pelicans,NOP,128,,,https://www.basketball-reference.com/boxscores/202212090NOP.html
12/9/2022,12/9/2022 21:00,1670619600,2023,Minnesota Timberwolves,MIN,118,Utah Jazz,UTA,108,,,https://www.basketball-reference.com/boxscores/202212090UTA.html
12/9/2022,12/9/2022 22:00,1670623200,2023,Milwaukee Bucks,MIL,106,Dallas Mavericks,DAL,105,,,https://www.basketball-reference.com/boxscores/202212090DAL.html
12/10/2022,12/10/2022 17:00,1670691600,2023,San Antonio Spurs,SAS,115,Miami Heat,MIA,111,,,https://www.basketball-reference.com/boxscores/202212100MIA.html
12/10/2022,12/10/2022 19:00,1670698800,2023,Brooklyn Nets,BRK,136,Indiana Pacers,IND,133,,,https://www.basketball-reference.com/boxscores/202212100IND.html
12/10/2022,12/10/2022 19:00,1670698800,2023,Los Angeles Clippers,LAC,114,Washington Wizards,WAS,107,,,https://www.basketball-reference.com/boxscores/202212100WAS.html
12/10/2022,12/10/2022 19:30,1670700600,2023,Oklahoma City Thunder,OKC,102,Cleveland Cavaliers,CLE,110,,,https://www.basketball-reference.com/boxscores/202212100CLE.html
12/10/2022,12/10/2022 20:00,1670702400,2023,Dallas Mavericks,DAL,115,Chicago Bulls,CHI,144,,,https://www.basketball-reference.com/boxscores/202212100CHI.html
12/10/2022,12/10/2022 20:30,1670704200,2023,Boston Celtics,BOS,107,Golden State Warriors,GSW,123,,,https://www.basketball-reference.com/boxscores/202212100GSW.html
12/10/2022,12/10/2022 21:00,1670706000,2023,Utah Jazz,UTA,110,Denver Nuggets,DEN,115,,,https://www.basketball-reference.com/boxscores/202212100DEN.html
12/10/2022,12/10/2022 22:00,1670709600,2023,Minnesota Timberwolves,MIN,118,Portland Trail Blazers,POR,124,,,https://www.basketball-reference.com/boxscores/202212100POR.html
12/11/2022,12/11/2022 15:30,1670772600,2023,Phoenix Suns,PHO,124,New Orleans Pelicans,NOP,129,OT,,https://www.basketball-reference.com/boxscores/202212110NOP.html
12/11/2022,12/11/2022 18:00,1670781600,2023,Los Angeles Lakers,LAL,124,Detroit Pistons,DET,117,,,https://www.basketball-reference.com/boxscores/202212110DET.html
12/11/2022,12/11/2022 18:00,1670781600,2023,Sacramento Kings,SAC,99,New York Knicks,NYK,112,,,https://www.basketball-reference.com/boxscores/202212110NYK.html
12/11/2022,12/11/2022 18:00,1670781600,2023,Toronto Raptors,TOR,99,Orlando Magic,ORL,111,,,https://www.basketball-reference.com/boxscores/202212110ORL.html
12/11/2022,12/11/2022 18:00,1670781600,2023,Charlotte Hornets,CHO,113,Philadelphia 76ers,PHI,131,,,https://www.basketball-reference.com/boxscores/202212110PHI.html
12/11/2022,12/11/2022 18:30,1670783400,2023,Chicago Bulls,CHI,122,Atlanta Hawks,ATL,123,OT,,https://www.basketball-reference.com/boxscores/202212110ATL.html
12/11/2022,12/11/2022 19:00,1670785200,2023,Milwaukee Bucks,MIL,92,Houston Rockets,HOU,97,,,https://www.basketball-reference.com/boxscores/202212110HOU.html
12/12/2022,12/12/2022 19:00,1670871600,2023,Miami Heat,MIA,87,Indiana Pacers,IND,82,,,https://www.basketball-reference.com/boxscores/202212120IND.html
12/12/2022,12/12/2022 19:00,1670871600,2023,Brooklyn Nets,BRK,112,Washington Wizards,WAS,100,,,https://www.basketball-reference.com/boxscores/202212120WAS.html
12/12/2022,12/12/2022 20:00,1670875200,2023,Atlanta Hawks,ATL,103,Memphis Grizzlies,MEM,128,,,https://www.basketball-reference.com/boxscores/202212120MEM.html
12/12/2022,12/12/2022 20:30,1670877000,2023,Oklahoma City Thunder,OKC,114,Dallas Mavericks,DAL,121,,,https://www.basketball-reference.com/boxscores/202212120DAL.html
12/12/2022,12/12/2022 20:30,1670877000,2023,Cleveland Cavaliers,CLE,111,San Antonio Spurs,SAS,112,,,https://www.basketball-reference.com/boxscores/202212120SAS.html
12/12/2022,12/12/2022 22:00,1670882400,2023,Minnesota Timberwolves,MIN,112,Portland Trail Blazers,POR,133,,,https://www.basketball-reference.com/boxscores/202212120POR.html
12/12/2022,12/12/2022 22:30,1670884200,2023,Boston Celtics,BOS,93,Los Angeles Clippers,LAC,113,,,https://www.basketball-reference.com/boxscores/202212120LAC.html
12/13/2022,12/13/2022 19:00,1670958000,2023,Sacramento Kings,SAC,103,Philadelphia 76ers,PHI,123,,,https://www.basketball-reference.com/boxscores/202212130PHI.html
12/13/2022,12/13/2022 19:30,1670959800,2023,Golden State Warriors,GSW,111,Milwaukee Bucks,MIL,128,,,https://www.basketball-reference.com/boxscores/202212130MIL.html
12/13/2022,12/13/2022 20:00,1670961600,2023,Phoenix Suns,PHO,97,Houston Rockets,HOU,111,,,https://www.basketball-reference.com/boxscores/202212130HOU.html
12/13/2022,12/13/2022 21:00,1670965200,2023,New Orleans Pelicans,NOP,100,Utah Jazz,UTA,121,,,https://www.basketball-reference.com/boxscores/202212130UTA.html
12/13/2022,12/13/2022 22:00,1670968800,2023,Boston Celtics,BOS,122,Los Angeles Lakers,LAL,118,OT,,https://www.basketball-reference.com/boxscores/202212130LAL.html
12/14/2022,12/14/2022 19:00,1671044400,2023,Detroit Pistons,DET,141,Charlotte Hornets,CHO,134,OT,,https://www.basketball-reference.com/boxscores/202212140CHO.html
12/14/2022,12/14/2022 19:00,1671044400,2023,Golden State Warriors,GSW,119,Indiana Pacers,IND,125,,,https://www.basketball-reference.com/boxscores/202212140IND.html
12/14/2022,12/14/2022 19:00,1671044400,2023,Atlanta Hawks,ATL,124,Orlando Magic,ORL,135,,,https://www.basketball-reference.com/boxscores/202212140ORL.html
12/14/2022,12/14/2022 19:30,1671046200,2023,New York Knicks,NYK,128,Chicago Bulls,CHI,120,OT,,https://www.basketball-reference.com/boxscores/202212140CHI.html
12/14/2022,12/14/2022 19:30,1671046200,2023,Sacramento Kings,SAC,124,Toronto Raptors,TOR,123,,,https://www.basketball-reference.com/boxscores/202212140TOR.html
12/14/2022,12/14/2022 20:00,1671048000,2023,Miami Heat,MIA,110,Oklahoma City Thunder,OKC,108,,,https://www.basketball-reference.com/boxscores/202212140OKC.html
12/14/2022,12/14/2022 20:00,1671048000,2023,Portland Trail Blazers,POR,128,San Antonio Spurs,SAS,112,,,https://www.basketball-reference.com/boxscores/202212140SAS.html
12/14/2022,12/14/2022 21:00,1671051600,2023,Cleveland Cavaliers,CLE,105,Dallas Mavericks,DAL,90,,,https://www.basketball-reference.com/boxscores/202212140DAL.html
12/14/2022,12/14/2022 21:00,1671051600,2023,Washington Wizards,WAS,128,Denver Nuggets,DEN,141,,,https://www.basketball-reference.com/boxscores/202212140DEN.html
12/14/2022,12/14/2022 22:00,1671055200,2023,Minnesota Timberwolves,MIN,88,Los Angeles Clippers,LAC,99,,,https://www.basketball-reference.com/boxscores/202212140LAC.html
12/15/2022,12/15/2022 20:00,1671134400,2023,Miami Heat,MIA,111,Houston Rockets,HOU,108,,,https://www.basketball-reference.com/boxscores/202212150HOU.html
12/15/2022,12/15/2022 20:00,1671134400,2023,Milwaukee Bucks,MIL,101,Memphis Grizzlies,MEM,142,,,https://www.basketball-reference.com/boxscores/202212150MEM.html
12/15/2022,12/15/2022 21:00,1671138000,2023,New Orleans Pelicans,NOP,129,Utah Jazz,UTA,132,OT,,https://www.basketball-reference.com/boxscores/202212150UTA.html
12/15/2022,12/15/2022 22:30,1671143400,2023,Phoenix Suns,PHO,111,Los Angeles Clippers,LAC,95,,,https://www.basketball-reference.com/boxscores/202212150LAC.html
12/16/2022,12/16/2022 19:00,1671217200,2023,Atlanta Hawks,ATL,125,Charlotte Hornets,CHO,106,,,https://www.basketball-reference.com/boxscores/202212160CHO.html
12/16/2022,12/16/2022 19:00,1671217200,2023,Sacramento Kings,SAC,122,Detroit Pistons,DET,113,,,https://www.basketball-reference.com/boxscores/202212160DET.html
12/16/2022,12/16/2022 19:30,1671219000,2023,Orlando Magic,ORL,117,Boston Celtics,BOS,109,,,https://www.basketball-reference.com/boxscores/202212160BOS.html
12/16/2022,12/16/2022 19:30,1671219000,2023,Indiana Pacers,IND,112,Cleveland Cavaliers,CLE,118,,,https://www.basketball-reference.com/boxscores/202212160CLE.html
12/16/2022,12/16/2022 19:30,1671219000,2023,Golden State Warriors,GSW,106,Philadelphia 76ers,PHI,118,,,https://www.basketball-reference.com/boxscores/202212160PHI.html
12/16/2022,12/16/2022 19:30,1671219000,2023,Brooklyn Nets,BRK,119,Toronto Raptors,TOR,116,,,https://www.basketball-reference.com/boxscores/202212160TOR.html
12/16/2022,12/16/2022 20:00,1671220800,2023,New York Knicks,NYK,114,Chicago Bulls,CHI,91,,,https://www.basketball-reference.com/boxscores/202212160CHI.html
12/16/2022,12/16/2022 20:00,1671220800,2023,Minnesota Timberwolves,MIN,112,Oklahoma City Thunder,OKC,110,,,https://www.basketball-reference.com/boxscores/202212160OKC.html
12/16/2022,12/16/2022 20:30,1671222600,2023,Portland Trail Blazers,POR,110,Dallas Mavericks,DAL,130,,,https://www.basketball-reference.com/boxscores/202212160DAL.html
12/16/2022,12/16/2022 22:00,1671228000,2023,Denver Nuggets,DEN,108,Los Angeles Lakers,LAL,126,,,https://www.basketball-reference.com/boxscores/202212160LAL.html
12/17/2022,12/17/2022 16:00,1671292800,2023,Washington Wizards,WAS,93,Los Angeles Clippers,LAC,102,,,https://www.basketball-reference.com/boxscores/202212170LAC.html
12/17/2022,12/17/2022 17:00,1671296400,2023,Miami Heat,MIA,111,San Antonio Spurs,SAS,101,,,https://www.basketball-reference.com/boxscores/202212170SAS.html
12/17/2022,12/17/2022 20:00,1671307200,2023,Dallas Mavericks,DAL,99,Cleveland Cavaliers,CLE,100,OT,,https://www.basketball-reference.com/boxscores/202212170CLE.html
12/17/2022,12/17/2022 20:00,1671307200,2023,Portland Trail Blazers,POR,107,Houston Rockets,HOU,95,,,https://www.basketball-reference.com/boxscores/202212170HOU.html
12/17/2022,12/17/2022 20:00,1671307200,2023,Utah Jazz,UTA,97,Milwaukee Bucks,MIL,123,,,https://www.basketball-reference.com/boxscores/202212170MIL.html
12/17/2022,12/17/2022 20:00,1671307200,2023,Memphis Grizzlies,MEM,109,Oklahoma City Thunder,OKC,115,,,https://www.basketball-reference.com/boxscores/202212170OKC.html
12/17/2022,12/17/2022 21:00,1671310800,2023,New Orleans Pelicans,NOP,114,Phoenix Suns,PHO,118,,,https://www.basketball-reference.com/boxscores/202212170PHO.html
12/18/2022,12/18/2022 15:00,1671375600,2023,Orlando Magic,ORL,95,Boston Celtics,BOS,92,,,https://www.basketball-reference.com/boxscores/202212180BOS.html
12/18/2022,12/18/2022 17:00,1671382800,2023,New York Knicks,NYK,109,Indiana Pacers,IND,106,,,https://www.basketball-reference.com/boxscores/202212180IND.html
12/18/2022,12/18/2022 18:00,1671386400,2023,Brooklyn Nets,BRK,124,Detroit Pistons,DET,121,,,https://www.basketball-reference.com/boxscores/202212180DET.html
12/18/2022,12/18/2022 18:00,1671386400,2023,Golden State Warriors,GSW,126,Toronto Raptors,TOR,110,,,https://www.basketball-reference.com/boxscores/202212180TOR.html
12/18/2022,12/18/2022 19:00,1671390000,2023,Chicago Bulls,CHI,126,Minnesota Timberwolves,MIN,150,,,https://www.basketball-reference.com/boxscores/202212180MIN.html
