date,datetime,timestamp,season,away,away_code,away_pts,home,home_code,home_pts,overtime,type,boxscore
10/18/2022,10/18/2022 19:30,1666121400,2023,Philadelphia 76ers,PHI,117,Boston Celtics,BOS,126,,,https://www.basketball-reference.com/boxscores/202210180BOS.html
10/18/2022,10/18/2022 22:00,1666130400,2023,Los Angeles Lakers,LAL,109,Golden State Warriors,GSW,123,,,https://www.basketball-reference.com/boxscores/202210180GSW.html
10/19/2022,10/19/2022 19:00,1666206000,2023,Orlando Magic,ORL,109,Detroit Pistons,DET,113,,,https://www.basketball-reference.com/boxscores/202210190DET.html
10/19/2022,10/19/2022 19:00,1666206000,2023,Washington Wizards,WAS,114,Indiana Pacers,IND,107,,,https://www.basketball-reference.com/boxscores/202210190IND.html
10/19/2022,10/19/2022 19:30,1666207800,2023,Houston Rockets,HOU,107,Atlanta Hawks,ATL,117,,,https://www.basketball-reference.com/boxscores/202210190ATL.html
10/19/2022,10/19/2022 19:30,1666207800,2023,New Orleans Pelicans,NOP,130,Brooklyn Nets,BRK,108,,,https://www.basketball-reference.com/boxscores/202210190BRK.html
10/19/2022,10/19/2022 19:30,1666207800,2023,New York Knicks,NYK,112,Memphis Grizzlies,MEM,115,OT,,https://www.basketball-reference.com/boxscores/202210190MEM.html
10/19/2022,10/19/2022 19:30,1666207800,2023,Chicago Bulls,CHI,116,Miami Heat,MIA,108,,,https://www.basketball-reference.com/boxscores/202210190MIA.html
10/19/2022,10/19/2022 19:30,1666207800,2023,Cleveland Cavaliers,CLE,105,Toronto Raptors,TOR,108,,,https://www.basketball-reference.com/boxscores/202210190TOR.html
10/19/2022,10/19/2022 20:00,1666209600,2023,Oklahoma City Thunder,OKC,108,Minnesota Timberwolves,MIN,115,,,https://www.basketball-reference.com/boxscores/202210190MIN.html
10/19/2022,10/19/2022 20:00,1666209600,2023,Charlotte Hornets,CHO,129,San Antonio Spurs,SAS,102,,,https://www.basketball-reference.com/boxscores/202210190SAS.html
10/19/2022,10/19/2022 21:00,1666213200,2023,Denver Nuggets,DEN,102,Utah Jazz,UTA,123,,,https://www.basketball-reference.com/boxscores/202210190UTA.html
10/19/2022,10/19/2022 22:00,1666216800,2023,Dallas Mavericks,DAL,105,Phoenix Suns,PHO,107,,,https://www.basketball-reference.com/boxscores/202210190PHO.html
10/19/2022,10/19/2022 22:00,1666216800,2023,Portland Trail Blazers,POR,115,Sacramento Kings,SAC,108,,,https://www.basketball-reference.com/boxscores/202210190SAC.html
10/20/2022,10/20/2022 19:30,1666294200,2023,Milwaukee Bucks,MIL,90,Philadelphia 76ers,PHI,88,,,https://www.basketball-reference.com/boxscores/202210200PHI.html
10/20/2022,10/20/2022 22:00,1666303200,2023,Los Angeles Clippers,LAC,103,Los Angeles Lakers,LAL,97,,,https://www.basketball-reference.com/boxscores/202210200LAL.html
10/21/2022,10/21/2022 19:00,1666378800,2023,New Orleans Pelicans,NOP,124,Charlotte Hornets,CHO,112,,,https://www.basketball-reference.com/boxscores/202210210CHO.html
10/21/2022,10/21/2022 19:00,1666378800,2023,San Antonio Spurs,SAS,137,Indiana Pacers,IND,134,,,https://www.basketball-reference.com/boxscores/202210210IND.html
10/21/2022,10/21/2022 19:00,1666378800,2023,Chicago Bulls,CHI,100,Washington Wizards,WAS,102,,,https://www.basketball-reference.com/boxscores/202210210WAS.html
10/21/2022,10/21/2022 19:30,1666380600,2023,Orlando Magic,ORL,98,Atlanta Hawks,ATL,108,,,https://www.basketball-reference.com/boxscores/202210210ATL.html
10/21/2022,10/21/2022 19:30,1666380600,2023,Toronto Raptors,TOR,105,Brooklyn Nets,BRK,109,,,https://www.basketball-reference.com/boxscores/202210210BRK.html
10/21/2022,10/21/2022 19:30,1666380600,2023,Boston Celtics,BOS,111,Miami Heat,MIA,104,,,https://www.basketball-reference.com/boxscores/202210210MIA.html
10/21/2022,10/21/2022 19:30,1666380600,2023,Detroit Pistons,DET,106,New York Knicks,NYK,130,,,https://www.basketball-reference.com/boxscores/202210210NYK.html
10/21/2022,10/21/2022 20:00,1666382400,2023,Memphis Grizzlies,MEM,129,Houston Rockets,HOU,122,,,https://www.basketball-reference.com/boxscores/202210210HOU.html
10/21/2022,10/21/2022 20:00,1666382400,2023,Utah Jazz,UTA,132,Minnesota Timberwolves,MIN,126,OT,,https://www.basketball-reference.com/boxscores/202210210MIN.html
10/21/2022,10/21/2022 22:00,1666389600,2023,Denver Nuggets,DEN,128,Golden State Warriors,GSW,123,,,https://www.basketball-reference.com/boxscores/202210210GSW.html
10/21/2022,10/21/2022 22:00,1666389600,2023,Phoenix Suns,PHO,111,Portland Trail Blazers,POR,113,OT,,https://www.basketball-reference.com/boxscores/202210210POR.html
10/22/2022,10/22/2022 18:00,1666461600,2023,San Antonio Spurs,SAS,114,Philadelphia 76ers,PHI,105,,,https://www.basketball-reference.com/boxscores/202210220PHI.html
10/22/2022,10/22/2022 19:00,1666465200,2023,Detroit Pistons,DET,115,Indiana Pacers,IND,124,,,https://www.basketball-reference.com/boxscores/202210220IND.html
10/22/2022,10/22/2022 19:00,1666465200,2023,Boston Celtics,BOS,126,Orlando Magic,ORL,120,,,https://www.basketball-reference.com/boxscores/202210220ORL.html
10/22/2022,10/22/2022 20:00,1666468800,2023,Cleveland Cavaliers,CLE,128,Chicago Bulls,CHI,96,,,https://www.basketball-reference.com/boxscores/202210220CHI.html
10/22/2022,10/22/2022 20:00,1666468800,2023,Toronto Raptors,TOR,109,Miami Heat,MIA,112,,,https://www.basketball-reference.com/boxscores/202210220MIA.html
10/22/2022,10/22/2022 20:00,1666468800,2023,Houston Rockets,HOU,105,Milwaukee Bucks,MIL,125,,,https://www.basketball-reference.com/boxscores/202210220MIL.html
10/22/2022,10/22/2022 20:30,1666470600,2023,Memphis Grizzlies,MEM,96,Dallas Mavericks,DAL,137,,,https://www.basketball-reference.com/boxscores/202210220DAL.html
10/22/2022,10/22/2022 21:00,1666472400,2023,Oklahoma City Thunder,OKC,117,Denver Nuggets,DEN,122,,,https://www.basketball-reference.com/boxscores/202210220DEN.html
10/22/2022,10/22/2022 22:00,1666476000,2023,Los Angeles Clippers,LAC,111,Sacramento Kings,SAC,109,,,https://www.basketball-reference.com/boxscores/202210220SAC.html
10/23/2022,10/23/2022 15:30,1666539000,2023,Portland Trail Blazers,POR,106,Los Angeles Lakers,LAL,104,,,https://www.basketball-reference.com/boxscores/202210230LAL.html
10/23/2022,10/23/2022 17:00,1666544400,2023,Charlotte Hornets,CHO,126,Atlanta Hawks,ATL,109,,,https://www.basketball-reference.com/boxscores/202210230ATL.html
10/23/2022,10/23/2022 19:00,1666551600,2023,Washington Wizards,WAS,107,Cleveland Cavaliers,CLE,117,OT,,https://www.basketball-reference.com/boxscores/202210230CLE.html
10/23/2022,10/23/2022 19:00,1666551600,2023,Utah Jazz,UTA,122,New Orleans Pelicans,NOP,121,OT,,https://www.basketball-reference.com/boxscores/202210230NOP.html
10/23/2022,10/23/2022 20:00,1666555200,2023,Minnesota Timberwolves,MIN,116,Oklahoma City Thunder,OKC,106,,,https://www.basketball-reference.com/boxscores/202210230OKC.html
10/23/2022,10/23/2022 20:30,1666557000,2023,Sacramento Kings,SAC,125,Golden State Warriors,GSW,130,,,https://www.basketball-reference.com/boxscores/202210230GSW.html
10/23/2022,10/23/2022 22:00,1666562400,2023,Phoenix Suns,PHO,112,Los Angeles Clippers,LAC,95,,,https://www.basketball-reference.com/boxscores/202210230LAC.html
10/24/2022,10/24/2022 19:00,1666638000,2023,Indiana Pacers,IND,106,Philadelphia 76ers,PHI,120,,,https://www.basketball-reference.com/boxscores/202210240PHI.html
10/24/2022,10/24/2022 19:30,1666639800,2023,Toronto Raptors,TOR,98,Miami Heat,MIA,90,,,https://www.basketball-reference.com/boxscores/202210240MIA.html
10/24/2022,10/24/2022 19:30,1666639800,2023,Orlando Magic,ORL,102,New York Knicks,NYK,115,,,https://www.basketball-reference.com/boxscores/202210240NYK.html
10/24/2022,10/24/2022 20:00,1666641600,2023,Boston Celtics,BOS,102,Chicago Bulls,CHI,120,,,https://www.basketball-reference.com/boxscores/202210240CHI.html
10/24/2022,10/24/2022 20:00,1666641600,2023,Utah Jazz,UTA,108,Houston Rockets,HOU,114,,,https://www.basketball-reference.com/boxscores/202210240HOU.html
10/24/2022,10/24/2022 20:00,1666641600,2023,Brooklyn Nets,BRK,124,Memphis Grizzlies,MEM,134,,,https://www.basketball-reference.com/boxscores/202210240MEM.html
10/24/2022,10/24/2022 20:00,1666641600,2023,San Antonio Spurs,SAS,115,Minnesota Timberwolves,MIN,106,,,https://www.basketball-reference.com/boxscores/202210240MIN.html
10/24/2022,10/24/2022 22:00,1666648800,2023,Denver Nuggets,DEN,110,Portland Trail Blazers,POR,135,,,https://www.basketball-reference.com/boxscores/202210240POR.html
10/25/2022,10/25/2022 19:00,1666724400,2023,Detroit Pistons,DET,99,Washington Wizards,WAS,120,,,https://www.basketball-reference.com/boxscores/202210250WAS.html
10/25/2022,10/25/2022 19:30,1666726200,2023,Dallas Mavericks,DAL,111,New Orleans Pelicans,NOP,113,,,https://www.basketball-reference.com/boxscores/202210250NOP.html
10/25/2022,10/25/2022 20:00,1666728000,2023,Los Angeles Clippers,LAC,94,Oklahoma City Thunder,OKC,108,,,https://www.basketball-reference.com/boxscores/202210250OKC.html
10/25/2022,10/25/2022 22:00,1666735200,2023,Golden State Warriors,GSW,105,Phoenix Suns,PHO,134,,,https://www.basketball-reference.com/boxscores/202210250PHO.html
10/26/2022,10/26/2022 19:00,1666810800,2023,Orlando Magic,ORL,92,Cleveland Cavaliers,CLE,103,,,https://www.basketball-reference.com/boxscores/202210260CLE.html
10/26/2022,10/26/2022 19:00,1666810800,2023,Atlanta Hawks,ATL,118,Detroit Pistons,DET,113,,,https://www.basketball-reference.com/boxscores/202210260DET.html
10/26/2022,10/26/2022 19:30,1666812600,2023,Brooklyn Nets,BRK,99,Milwaukee Bucks,MIL,110,,,https://www.basketball-reference.com/boxscores/202210260MIL.html
10/26/2022,10/26/2022 19:30,1666812600,2023,Charlotte Hornets,CHO,131,New York Knicks,NYK,134,OT,,https://www.basketball-reference.com/boxscores/202210260NYK.html
10/26/2022,10/26/2022 19:30,1666812600,2023,Philadelphia 76ers,PHI,109,Toronto Raptors,TOR,119,,,https://www.basketball-reference.com/boxscores/202210260TOR.html
10/26/2022,10/26/2022 20:00,1666814400,2023,Indiana Pacers,IND,109,Chicago Bulls,CHI,124,,,https://www.basketball-reference.com/boxscores/202210260CHI.html
10/26/2022,10/26/2022 20:00,1666814400,2023,San Antonio Spurs,SAS,122,Minnesota Timberwolves,MIN,134,,,https://www.basketball-reference.com/boxscores/202210260MIN.html
10/26/2022,10/26/2022 21:00,1666818000,2023,Houston Rockets,HOU,101,Utah Jazz,UTA,109,,,https://www.basketball-reference.com/boxscores/202210260UTA.html
10/26/2022,10/26/2022 22:00,1666821600,2023,Los Angeles Lakers,LAL,99,Denver Nuggets,DEN,110,,,https://www.basketball-reference.com/boxscores/202210260DEN.html
10/26/2022,10/26/2022 22:00,1666821600,2023,Miami Heat,MIA,119,Portland Trail Blazers,POR,98,,,https://www.basketball-reference.com/boxscores/202210260POR.html
10/27/2022,10/27/2022 19:30,1666899000,2023,Dallas Mavericks,DAL,129,Brooklyn Nets,BRK,125,OT,,https://www.basketball-reference.com/boxscores/202210270BRK.html
10/27/2022,10/27/2022 20:00,1666900800,2023,Los Angeles Clippers,LAC,110,Oklahoma City Thunder,OKC,118,,,https://www.basketball-reference.com/boxscores/202210270OKC.html
10/27/2022,10/27/2022 22:00,1666908000,2023,Miami Heat,MIA,110,Golden State Warriors,GSW,123,,,https://www.basketball-reference.com/boxscores/202210270GSW.html
10/27/2022,10/27/2022 22:00,1666908000,2023,Memphis Grizzlies,MEM,125,Sacramento Kings,SAC,110,,,https://www.basketball-reference.com/boxscores/202210270SAC.html
10/28/2022,10/28/2022 19:00,1666983600,2023,Atlanta Hawks,ATL,136,Detroit Pistons,DET,112,,,https://www.basketball-reference.com/boxscores/202210280DET.html
10/28/2022,10/28/2022 19:00,1666983600,2023,Charlotte Hornets,CHO,93,Orlando Magic,ORL,113,,,https://www.basketball-reference.com/boxscores/202210280ORL.html
10/28/2022,10/28/2022 19:30,1666985400,2023,Cleveland Cavaliers,CLE,132,Boston Celtics,BOS,123,OT,,https://www.basketball-reference.com/boxscores/202210280BOS.html
10/28/2022,10/28/2022 19:30,1666985400,2023,Philadelphia 76ers,PHI,112,Toronto Raptors,TOR,90,,,https://www.basketball-reference.com/boxscores/202210280TOR.html
10/28/2022,10/28/2022 19:30,1666985400,2023,Indiana Pacers,IND,127,Washington Wizards,WAS,117,,,https://www.basketball-reference.com/boxscores/202210280WAS.html
10/28/2022,10/28/2022 20:00,1666987200,2023,New York Knicks,NYK,108,Milwaukee Bucks,MIL,119,,,https://www.basketball-reference.com/boxscores/202210280MIL.html
10/28/2022,10/28/2022 20:00,1666987200,2023,Los Angeles Lakers,LAL,102,Minnesota Timberwolves,MIN,111,,,https://www.basketball-reference.com/boxscores/202210280MIN.html
10/28/2022,10/28/2022 20:30,1666989000,2023,Chicago Bulls,CHI,124,San Antonio Spurs,SAS,129,,,https://www.basketball-reference.com/boxscores/202210280SAS.html
10/28/2022,10/28/2022 21:00,1666990800,2023,Utah Jazz,UTA,101,Denver Nuggets,DEN,117,,,https://www.basketball-reference.com/boxscores/202210280DEN.html
10/28/2022,10/28/2022 22:00,1666994400,2023,New Orleans Pelicans,NOP,111,Phoenix Suns,PHO,124,,,https://www.basketball-reference.com/boxscores/202210280PHO.html
10/28/2022,10/28/2022 22:00,1666994400,2023,Houston Rockets,HOU,111,Portland Trail Blazers,POR,125,,,https://www.basketball-reference.com/boxscores/202210280POR.html
10/29/2022,10/29/2022 18:00,1667066400,2023,Miami Heat,MIA,113,Sacramento Kings,SAC,119,,,https://www.basketball-reference.com/boxscores/202210290SAC.html
10/29/2022,10/29/2022 19:00,1667070000,2023,Golden State Warriors,GSW,113,Charlotte Hornets,CHO,120,OT,,https://www.basketball-reference.com/boxscores/202210290CHO.html
10/29/2022,10/29/2022 19:30,1667071800,2023,Indiana Pacers,IND,125,Brooklyn Nets,BRK,116,,,https://www.basketball-reference.com/boxscores/202210290BRK.html
10/29/2022,10/29/2022 20:00,1667073600,2023,Philadelphia 76ers,PHI,114,Chicago Bulls,CHI,109,,,https://www.basketball-reference.com/boxscores/202210290CHI.html
10/29/2022,10/29/2022 20:00,1667073600,2023,Atlanta Hawks,ATL,115,Milwaukee Bucks,MIL,123,,,https://www.basketball-reference.com/boxscores/202210290MIL.html
10/29/2022,10/29/2022 21:00,1667077200,2023,Oklahoma City Thunder,OKC,117,Dallas Mavericks,DAL,111,OT,,https://www.basketball-reference.com/boxscores/202210290DAL.html
10/29/2022,10/29/2022 21:00,1667077200,2023,Memphis Grizzlies,MEM,123,Utah Jazz,UTA,124,,,https://www.basketball-reference.com/boxscores/202210290UTA.html
10/30/2022,10/30/2022 15:00,1667142000,2023,New Orleans Pelicans,NOP,112,Los Angeles Clippers,LAC,91,,,https://www.basketball-reference.com/boxscores/202210300LAC.html
10/30/2022,10/30/2022 18:00,1667152800,2023,Washington Wizards,WAS,94,Boston Celtics,BOS,112,,,https://www.basketball-reference.com/boxscores/202210300BOS.html
10/30/2022,10/30/2022 18:00,1667152800,2023,New York Knicks,NYK,108,Cleveland Cavaliers,CLE,121,,,https://www.basketball-reference.com/boxscores/202210300CLE.html
10/30/2022,10/30/2022 18:00,1667152800,2023,Golden State Warriors,GSW,114,Detroit Pistons,DET,128,,,https://www.basketball-reference.com/boxscores/202210300DET.html
10/30/2022,10/30/2022 19:00,1667156400,2023,Minnesota Timberwolves,MIN,98,San Antonio Spurs,SAS,107,,,https://www.basketball-reference.com/boxscores/202210300SAS.html
10/30/2022,10/30/2022 19:30,1667158200,2023,Orlando Magic,ORL,105,Dallas Mavericks,DAL,114,,,https://www.basketball-reference.com/boxscores/202210300DAL.html
10/30/2022,10/30/2022 21:00,1667163600,2023,Houston Rockets,HOU,109,Phoenix Suns,PHO,124,,,https://www.basketball-reference.com/boxscores/202210300PHO.html
10/30/2022,10/30/2022 21:30,1667165400,2023,Denver Nuggets,DEN,110,Los Angeles Lakers,LAL,121,,,https://www.basketball-reference.com/boxscores/202210300LAL.html
10/31/2022,10/31/2022 19:00,1667242800,2023,Sacramento Kings,SAC,115,Charlotte Hornets,CHO,108,,,https://www.basketball-reference.com/boxscores/202210310CHO.html
10/31/2022,10/31/2022 19:00,1667242800,2023,Philadelphia 76ers,PHI,118,Washington Wizards,WAS,111,,,https://www.basketball-reference.com/boxscores/202210310WAS.html
10/31/2022,10/31/2022 19:30,1667244600,2023,Indiana Pacers,IND,109,Brooklyn Nets,BRK,116,,,https://www.basketball-reference.com/boxscores/202210310BRK.html
10/31/2022,10/31/2022 19:30,1667244600,2023,Atlanta Hawks,ATL,109,Toronto Raptors,TOR,139,,,https://www.basketball-reference.com/boxscores/202210310TOR.html
10/31/2022,10/31/2022 20:00,1667246400,2023,Detroit Pistons,DET,108,Milwaukee Bucks,MIL,110,,,https://www.basketball-reference.com/boxscores/202210310MIL.html
10/31/2022,10/31/2022 21:00,1667250000,2023,Memphis Grizzlies,MEM,105,Utah Jazz,UTA,121,,,https://www.basketball-reference.com/boxscores/202210310UTA.html
10/31/2022,10/31/2022 22:30,1667255400,2023,Houston Rockets,HOU,93,Los Angeles Clippers,LAC,95,,,https://www.basketball-reference.com/boxscores/202210310LAC.html
11/1/2022,11/1/2022 19:30,1667331000,2023,Chicago Bulls,CHI,108,Brooklyn Nets,BRK,99,,,https://www.basketball-reference.com/boxscores/202211010BRK.html
11/1/2022,11/1/2022 19:30,1667331000,2023,Golden State Warriors,GSW,109,Miami Heat,MIA,116,,,https://www.basketball-reference.com/boxscores/202211010MIA.html
11/1/2022,11/1/2022 20:00,1667332800,2023,Orlando Magic,ORL,108,Oklahoma City Thunder,OKC,116,,,https://www.basketball-reference.com/boxscores/202211010OKC.html
11/1/2022,11/1/2022 22:00,1667340000,2023,Minnesota Timberwolves,MIN,107,Phoenix Suns,PHO,116,,,https://www.basketball-reference.com/boxscores/202211010PHO.html
11/2/2022,11/2/2022 18:00,1667412000,2023,Washington Wizards,WAS,121,Philadelphia 76ers,PHI,111,,,https://www.basketball-reference.com/boxscores/202211020PHI.html
11/2/2022,11/2/2022 19:30,1667417400,2023,Boston Celtics,BOS,113,Cleveland Cavaliers,CLE,114,OT,,https://www.basketball-reference.com/boxscores/202211020CLE.html
11/2/2022,11/2/2022 19:30,1667417400,2023,Sacramento Kings,SAC,107,Miami Heat,MIA,110,,,https://www.basketball-reference.com/boxscores/202211020MIA.html
11/2/2022,11/2/2022 19:30,1667417400,2023,Atlanta Hawks,ATL,112,New York Knicks,NYK,99,,,https://www.basketball-reference.com/boxscores/202211020NYK.html
11/2/2022,11/2/2022 20:00,1667419200,2023,Charlotte Hornets,CHO,88,Chicago Bulls,CHI,106,,,https://www.basketball-reference.com/boxscores/202211020CHI.html
11/2/2022,11/2/2022 20:00,1667419200,2023,Los Angeles Clippers,LAC,109,Houston Rockets,HOU,101,,,https://www.basketball-reference.com/boxscores/202211020HOU.html
11/2/2022,11/2/2022 20:00,1667419200,2023,Detroit Pistons,DET,91,Milwaukee Bucks,MIL,116,,,https://www.basketball-reference.com/boxscores/202211020MIL.html
11/2/2022,11/2/2022 20:00,1667419200,2023,Toronto Raptors,TOR,143,San Antonio Spurs,SAS,100,,,https://www.basketball-reference.com/boxscores/202211020SAS.html
11/2/2022,11/2/2022 20:30,1667421000,2023,Utah Jazz,UTA,100,Dallas Mavericks,DAL,103,,,https://www.basketball-reference.com/boxscores/202211020DAL.html
11/2/2022,11/2/2022 22:00,1667426400,2023,Memphis Grizzlies,MEM,111,Portland Trail Blazers,POR,106,,,https://www.basketball-reference.com/boxscores/202211020POR.html
11/2/2022,11/2/2022 22:30,1667428200,2023,New Orleans Pelicans,NOP,117,Los Angeles Lakers,LAL,120,OT,,https://www.basketball-reference.com/boxscores/202211020LAL.html
11/3/2022,11/3/2022 19:00,1667502000,2023,Golden State Warriors,GSW,129,Orlando Magic,ORL,130,,,https://www.basketball-reference.com/boxscores/202211030ORL.html
11/3/2022,11/3/2022 20:00,1667505600,2023,Denver Nuggets,DEN,122,Oklahoma City Thunder,OKC,110,,,https://www.basketball-reference.com/boxscores/202211030OKC.html
11/4/2022,11/4/2022 19:00,1667588400,2023,Cleveland Cavaliers,CLE,112,Detroit Pistons,DET,88,,,https://www.basketball-reference.com/boxscores/202211040DET.html
11/4/2022,11/4/2022 19:00,1667588400,2023,Miami Heat,MIA,99,Indiana Pacers,IND,101,,,https://www.basketball-reference.com/boxscores/202211040IND.html
11/4/2022,11/4/2022 19:00,1667588400,2023,New York Knicks,NYK,106,Philadelphia 76ers,PHI,104,,,https://www.basketball-reference.com/boxscores/202211040PHI.html
11/4/2022,11/4/2022 19:00,1667588400,2023,Brooklyn Nets,BRK,128,Washington Wizards,WAS,86,,,https://www.basketball-reference.com/boxscores/202211040WAS.html
11/4/2022,11/4/2022 19:30,1667590200,2023,Chicago Bulls,CHI,119,Boston Celtics,BOS,123,,,https://www.basketball-reference.com/boxscores/202211040BOS.html
11/4/2022,11/4/2022 20:00,1667592000,2023,Charlotte Hornets,CHO,99,Memphis Grizzlies,MEM,130,,,https://www.basketball-reference.com/boxscores/202211040MEM.html
11/4/2022,11/4/2022 20:00,1667592000,2023,Los Angeles Clippers,LAC,113,San Antonio Spurs,SAS,106,,,https://www.basketball-reference.com/boxscores/202211040SAS.html
11/4/2022,11/4/2022 20:30,1667593800,2023,Toronto Raptors,TOR,110,Dallas Mavericks,DAL,111,,,https://www.basketball-reference.com/boxscores/202211040DAL.html
11/4/2022,11/4/2022 20:30,1667593800,2023,Golden State Warriors,GSW,105,New Orleans Pelicans,NOP,114,,,https://www.basketball-reference.com/boxscores/202211040NOP.html
11/4/2022,11/4/2022 22:00,1667599200,2023,Milwaukee Bucks,MIL,115,Minnesota Timberwolves,MIN,102,,,https://www.basketball-reference.com/boxscores/202211040MIN.html
11/4/2022,11/4/2022 22:00,1667599200,2023,Portland Trail Blazers,POR,108,Phoenix Suns,PHO,106,,,https://www.basketball-reference.com/boxscores/202211040PHO.html
11/4/2022,11/4/2022 22:30,1667601000,2023,Utah Jazz,UTA,130,Los Angeles Lakers,LAL,116,,,https://www.basketball-reference.com/boxscores/202211040LAL.html
11/5/2022,11/5/2022 17:00,1667667600,2023,Sacramento Kings,SAC,126,Orlando Magic,ORL,123,OT,,https://www.basketball-reference.com/boxscores/202211050ORL.html
11/5/2022,11/5/2022 19:00,1667674800,2023,Brooklyn Nets,BRK,98,Charlotte Hornets,CHO,94,,,https://www.basketball-reference.com/boxscores/202211050CHO.html
11/5/2022,11/5/2022 19:30,1667676600,2023,New Orleans Pelicans,NOP,121,Atlanta Hawks,ATL,124,OT,,https://www.basketball-reference.com/boxscores/202211050ATL.html
11/5/2022,11/5/2022 19:30,1667676600,2023,Boston Celtics,BOS,133,New York Knicks,NYK,118,,,https://www.basketball-reference.com/boxscores/202211050NYK.html
11/5/2022,11/5/2022 20:00,1667678400,2023,Oklahoma City Thunder,OKC,94,Milwaukee Bucks,MIL,108,,,https://www.basketball-reference.com/boxscores/202211050MIL.html
11/5/2022,11/5/2022 20:00,1667678400,2023,Houston Rockets,HOU,117,Minnesota Timberwolves,MIN,129,,,https://www.basketball-reference.com/boxscores/202211050MIN.html
11/5/2022,11/5/2022 21:00,1667682000,2023,San Antonio Spurs,SAS,101,Denver Nuggets,DEN,126,,,https://www.basketball-reference.com/boxscores/202211050DEN.html
11/5/2022,11/5/2022 22:00,1667685600,2023,Portland Trail Blazers,POR,82,Phoenix Suns,PHO,102,,,https://www.basketball-reference.com/boxscores/202211050PHO.html
11/6/2022,11/6/2022 15:30,1667748600,2023,Cleveland Cavaliers,CLE,114,Los Angeles Lakers,LAL,100,,,https://www.basketball-reference.com/boxscores/202211060LAL.html
11/6/2022,11/6/2022 18:00,1667757600,2023,Washington Wizards,WAS,97,Memphis Grizzlies,MEM,103,,,https://www.basketball-reference.com/boxscores/202211060MEM.html
11/6/2022,11/6/2022 18:00,1667757600,2023,Chicago Bulls,CHI,104,Toronto Raptors,TOR,113,,,https://www.basketball-reference.com/boxscores/202211060TOR.html
11/6/2022,11/6/2022 22:00,1667772000,2023,Utah Jazz,UTA,110,Los Angeles Clippers,LAC,102,,,https://www.basketball-reference.com/boxscores/202211060LAC.html
11/7/2022,11/7/2022 19:00,1667847600,2023,Washington Wizards,WAS,108,Charlotte Hornets,CHO,100,,,https://www.basketball-reference.com/boxscores/202211070CHO.html
11/7/2022,11/7/2022 19:15,1667848500,2023,Houston Rockets,HOU,134,Orlando Magic,ORL,127,,,https://www.basketball-reference.com/boxscores/202211070ORL.html
11/7/2022,11/7/2022 19:30,1667849400,2023,Oklahoma City Thunder,OKC,103,Detroit Pistons,DET,112,,,https://www.basketball-reference.com/boxscores/202211070DET.html
11/7/2022,11/7/2022 19:45,1667850300,2023,New Orleans Pelicans,NOP,122,Indiana Pacers,IND,129,,,https://www.basketball-reference.com/boxscores/202211070IND.html
11/7/2022,11/7/2022 20:00,1667851200,2023,Phoenix Suns,PHO,88,Philadelphia 76ers,PHI,100,,,https://www.basketball-reference.com/boxscores/202211070PHI.html
11/7/2022,11/7/2022 20:15,1667852100,2023,Milwaukee Bucks,MIL,98,Atlanta Hawks,ATL,117,,,https://www.basketball-reference.com/boxscores/202211070ATL.html
11/7/2022,11/7/2022 20:30,1667853000,2023,Portland Trail Blazers,POR,110,Miami Heat,MIA,107,,,https://www.basketball-reference.com/boxscores/202211070MIA.html
11/7/2022,11/7/2022 20:45,1667853900,2023,Toronto Raptors,TOR,97,Chicago Bulls,CHI,111,,,https://www.basketball-reference.com/boxscores/202211070CHI.html
11/7/2022,11/7/2022 21:00,1667854800,2023,Boston Celtics,BOS,109,Memphis Grizzlies,MEM,106,,,https://www.basketball-reference.com/boxscores/202211070MEM.html
11/7/2022,11/7/2022 21:15,1667855700,2023,New York Knicks,NYK,120,Minnesota Timberwolves,MIN,107,,,https://www.basketball-reference.com/boxscores/202211070MIN.html
11/7/2022,11/7/2022 21:30,1667856600,2023,Denver Nuggets,DEN,115,San Antonio Spurs,SAS,109,,,https://www.basketball-reference.com/boxscores/202211070SAS.html
11/7/2022,11/7/2022 21:45,1667857500,2023,Brooklyn Nets,BRK,94,Dallas Mavericks,DAL,96,,,https://www.basketball-reference.com/boxscores/202211070DAL.html
11/7/2022,11/7/2022 22:00,1667858400,2023,Sacramento Kings,SAC,113,Golden State Warriors,GSW,116,,,https://www.basketball-reference.com/boxscores/202211070GSW.html
11/7/2022,11/7/2022 22:15,1667859300,2023,Los Angeles Lakers,LAL,116,Utah Jazz,UTA,139,,,https://www.basketball-reference.com/boxscores/202211070UTA.html
11/7/2022,11/7/2022 22:30,1667860200,2023,Cleveland Cavaliers,CLE,117,Los Angeles Clippers,LAC,119,,,https://www.basketball-reference.com/boxscores/202211070LAC.html
11/9/2022,11/9/2022 17:30,1668015000,2023,Dallas Mavericks,DAL,87,Orlando Magic,ORL,94,,,https://www.basketball-reference.com/boxscores/202211090ORL.html
11/9/2022,11/9/2022 19:00,1668020400,2023,Portland Trail Blazers,POR,105,Charlotte Hornets,CHO,95,,,https://www.basketball-reference.com/boxscores/202211090CHO.html
11/9/2022,11/9/2022 19:00,1668020400,2023,Denver Nuggets,DEN,122,Indiana Pacers,IND,119,,,https://www.basketball-reference.com/boxscores/202211090IND.html
11/9/2022,11/9/2022 19:30,1668022200,2023,Utah Jazz,UTA,125,Atlanta Hawks,ATL,119,,,https://www.basketball-reference.com/boxscores/202211090ATL.html
