Round,Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes,season,league,HomeGoals,AwayGoals,manager_home,captain_home,manager_away,captain_away,venue_city,possessiontime_home,possessiontime_away,shots_total_home,shots_total_away,shots_ongoal_home,shots_ongoal_away,shots_offgoal_home,shots_offgoal_away,saves_home,saves_away,yellow_cards_home,red_cards_home,yellowred_cards_home,yellow_cards_away,red_cards_away,yellowred_cards_away,fouls_home,fouls_away,offsides_home,offsides_away,formation_home,formation_away,starting_name_home1,starting_age_home1,starting_position_home1,starting_minutes_home1,starting_goals_home1,starting_name_home2,starting_age_home2,starting_position_home2,starting_minutes_home2,starting_goals_home2,starting_name_home3,starting_age_home3,starting_position_home3,starting_minutes_home3,starting_goals_home3,starting_name_home4,starting_age_home4,starting_position_home4,starting_minutes_home4,starting_goals_home4,starting_name_home5,starting_age_home5,starting_position_home5,starting_minutes_home5,starting_goals_home5,bench_name_home1,bench_age_home1,bench_position_home1,bench_minutes_home1,bench_goals_home1,starting_name_home6,starting_age_home6,starting_position_home6,starting_minutes_home6,starting_goals_home6,starting_name_home7,starting_age_home7,starting_position_home7,starting_minutes_home7,starting_goals_home7,bench_name_home2,bench_age_home2,bench_position_home2,bench_minutes_home2,bench_goals_home2,starting_name_home8,starting_age_home8,starting_position_home8,starting_minutes_home8,starting_goals_home8,starting_name_home9,starting_age_home9,starting_position_home9,starting_minutes_home9,starting_goals_home9,bench_name_home3,bench_age_home3,bench_position_home3,bench_minutes_home3,bench_goals_home3,starting_name_home10,starting_age_home10,starting_position_home10,starting_minutes_home10,starting_goals_home10,bench_name_home4,bench_age_home4,bench_position_home4,bench_minutes_home4,bench_goals_home4,starting_name_home11,starting_age_home11,starting_position_home11,starting_minutes_home11,starting_goals_home11,starting_name_away1,starting_age_away1,starting_position_away1,starting_minutes_away1,starting_goals_away1,starting_name_away2,starting_age_away2,starting_position_away2,starting_minutes_away2,starting_goals_away2,starting_name_away3,starting_age_away3,starting_position_away3,starting_minutes_away3,starting_goals_away3,starting_name_away4,starting_age_away4,starting_position_away4,starting_minutes_away4,starting_goals_away4,bench_name_away1,bench_age_away1,bench_position_away1,bench_minutes_away1,bench_goals_away1,starting_name_away5,starting_age_away5,starting_position_away5,starting_minutes_away5,starting_goals_away5,bench_name_away2,bench_age_away2,bench_position_away2,bench_minutes_away2,bench_goals_away2,starting_name_away6,starting_age_away6,starting_position_away6,starting_minutes_away6,starting_goals_away6,bench_name_away3,bench_age_away3,bench_position_away3,bench_minutes_away3,bench_goals_away3,starting_name_away7,starting_age_away7,starting_position_away7,starting_minutes_away7,starting_goals_away7,starting_name_away8,starting_age_away8,starting_position_away8,starting_minutes_away8,starting_goals_away8,starting_name_away9,starting_age_away9,starting_position_away9,starting_minutes_away9,starting_goals_away9,starting_name_away10,starting_age_away10,starting_position_away10,starting_minutes_away10,starting_goals_away10,bench_name_away4,bench_age_away4,bench_position_away4,bench_minutes_away4,bench_goals_away4,starting_name_away11,starting_age_away11,starting_position_away11,starting_minutes_away11,starting_goals_away11,bench_name_away5,bench_age_away5,bench_position_away5,bench_minutes_away5,bench_goals_away5,starting_name_home12,starting_age_home12,starting_position_home12,starting_minutes_home12,starting_goals_home12,bench_name_home5,bench_age_home5,bench_position_home5,bench_minutes_home5,bench_goals_home5,starting_name_away12,starting_age_away12,starting_position_away12,starting_minutes_away12,starting_goals_away12,bench_name_home6,bench_age_home6,bench_position_home6,bench_minutes_home6,bench_goals_home6
Group stage,1,Wed,4/6/2022,22:00,Indep Petrolero bo,0.7,1–1,1,ec CS Emelec,,Estadio Olímpico Patria,Cristián Garay,https://fbref.com//en/matches/5caa75b4/Independiente-Petrolero-CS-Emelec-April-6-2022-Copa-Libertadores,,2022,Copa Libertadores,1,1,Federico Vilar,Alejandro Medina,Gabriel Milito,Gabriel Ávalos,Avellaneda,0.36,0.64,14,16,8,7,6,9,5,5,3,0,0,6,0,1,14,14,2,0,5/3/2002,3/4/2003,Alejandro Medina,36-192,GK,90,0,Lucas Brochero,24-214,RB,59,1,Néstor Breitenbruch,27-346,"CB,RB",90,1,Joaquín Pombo,22-160,CB,90,0,Facundo Cardozo,28-141,CB,90,0,Lautaro Guzmán,23-219,RW,31,0,Adrián Sporle,28-043,LB,90,0,Santiago Toloza,20-301,"CM,RM",90,1,Franco Vega,21-350,CM,10,0,Gonzalo Muscia,23-228,CM,80,0,Braian Rivero,27-184,CM,59,0,Alfredo Amarilla,21-353,LM,31,0,Juan Cavallaro,29-058,FW,59,0,Juan Bautista Cejas,25-172,LW,31,0,Leandro Moreira,21-223,FW,73,0,Alexis Martin Arias,31-052,GK,90,0,Pablo Minissale,22-224,CB,80,0,Marco Di Cesare,22-207,CB,90,0,Lucas Villalba,29-006,CB,90,0,Román Riquelme,21-099,CB,10,0,Javier Cabrera,31-160,WB,60,0,Fabricio Domínguez,25-062,WB,30,0,Santiago Gabriel,22-276,WB,90,0,Rodrigo Cabral,23-017,CM,10,0,Federico Redondo,20-219,CM,90,0,Franco Moyano,25-346,CM,80,0,Francisco González,26-149,AM,80,0,Luciano Gondou,22-064,AM,90,1,Alan Lescano,21-287,AM,2,0,Gabriel Ávalos,32-317,FW,60,1,Gastón Verón,22-124,FW,30,0,,,,,,Facundo Pons,27-276,FW,17,0,,,,,,,,,,
Group stage,1,Thu,4/7/2022,21:00,Estudiantes ar,3.2,4–1,1.9,ar Vélez Sarsfield,16803,Estadio Jorge Luis Hirschi,Eber Aquino,https://fbref.com//en/matches/fc7551f1/Estudiantes-Velez-Sarsfield-April-7-2022-Copa-Libertadores,,2022,Copa Libertadores,4,1,Rubén Darío Insúa,Augusto Batalla,Guillermo Farré,Santiago Longo,Capital Federal,0.53,0.47,11,11,6,6,5,5,4,4,2,0,0,2,0,0,8,11,1,1,3/4/2003,4-1-4-1,Augusto Batalla,27-118,GK,90,0,Rafa Pérez,33-229,CB,90,0,Carlos Sánchez,37-201,CB,80,0,Gastón Campi,32-142,CB,90,0,Agustín Giay,19-222,WB,87,0,Tobías Medina,19-176,CB,10,0,Malcom Braida,26-101,WB,90,0,Jalil Elías,27-123,CM,90,0,Gastón Ramírez,32-267,WB,3,0,Gonzalo Maroni,24-161,"CM,AM",88,0,Carlos Auzqui,32-163,AM,45,0,Diego Perea,20-284,AM,2,0,Ivan Leguizamon,21-054,AM,58,0,Elian Irala,19-051,CM,45,0,Adam Bareiro,27-031,FW,90,2,Nahuel Losada,30-131,GK,90,0,Juan Barinaga,22-320,RB,88,1,Alejandro Rébola,35-033,CB,90,0,Erik Godoy,30-010,CB,64,0,Ariel Rojas,37-222,RB,2,0,Matias Ibacache,24-227,LB,57,0,Mariano Troilo,20-065,CB,26,0,Santiago Longo,25-136,DM,90,0,Lucas Diarte,30-083,LB,33,0,Lautaro Pastran,21-060,RM,63,0,Matías Marín,23-250,CM,90,0,Ulises Sánchez,25-061,CM,90,0,Facundo Lencioni,22-193,LM,88,0,Tomas Castro,20-357,RM,27,0,Lucas Passerini,29-041,FW,90,1,Francisco Facello,20-227,LM,2,0,,,,,,Federico Girotti,24-085,AM,32,0,,,,,,,,,,
Group stage,1,Thu,4/7/2022,22:00,The Strongest bo,1.9,1–1,0.6,py Libertad,6079,Estadio Hernando Siles,Nicolás Gamboa,https://fbref.com//en/matches/7a7c6ae6/The-Strongest-Libertad-April-7-2022-Copa-Libertadores,,2022,Copa Libertadores,1,1,Eduardo Domínguez,Mariano Andújar,Kily González,Claudio Corvalán,La Plata,0.57,0.43,6,15,1,5,5,10,2,0,3,0,0,2,0,0,16,18,0,0,3/4/2003,5/3/2002,Mariano Andújar,40-027,GK,90,0,Juan Guasone,22-152,CB,90,0,Federico Fernández,34-186,CB,90,0,Nicolás Fernández,21-196,CB,90,0,Ezequiel Orbe,18-139,WB,90,0,Axel Atum,17-236,CM,35,0,Matías Godoy,21-228,WB,55,0,Deian Verón,22-335,CM,55,0,Nicolás Palavecino,20-150,WB,35,0,Fernando Zuqui,31-272,CM,90,0,Alexis Manyoma,20-235,AM,68,1,Martiniano Moreno,20-104,AM,22,0,Franco Zapiola,22-188,AM,90,0,Mauro Boselli,38-096,FW,45,0,Mauro Méndez,24-221,FW,45,0,Sebastián Moyano,33-000,GK,90,0,Federico Vera,25-155,RB,89,0,Nicolás Paz,20-314,CB,90,0,Franco Calderón,25-105,CB,90,0,Oscar Piris,34-081,RB,1,0,Claudio Corvalán,34-156,CB,90,0,Patricio Tanda,21-143,CM,22,0,Kevin Zenon,22-027,LB,90,0,Daniel Juárez,22-027,FW,12,0,Enzo Martín Roldán,22-261,CM,68,0,Joaquín Mosqueira,18-298,CM,90,1,Mauro Luna Diale,24-122,CM,90,0,Jerónimo Domina,17-313,FW,78,0,Mateo Del Blanco,19-299,FW,12,0,Javier Morales,20-175,FW,78,2,Gianluca Prestianni,17-003,FW,13,0,,,,,,Alexander Succar,27-209,FW,8,0,,,,,,,,,,
Group stage,2,Tue,4/12/2022,18:15,Cerro Porteño py,2.5,3–1,2,ar Colón,,Estadio General Pablo Rojas,Roberto Tobar,https://fbref.com//en/matches/30929742/Cerro-Porteno-Colon-April-12-2022-Copa-Libertadores,,2022,Copa Libertadores,3,1,Gabriel Heinze,Lucas Hoyos,Frank Kudelka,Cristian Lema,Rosario,0.45,0.55,8,17,2,2,6,15,2,2,6,0,1,0,1,0,11,11,1,0,4/3/2003,4/3/2003,Lucas Hoyos,34-119,GK,90,0,Armando Méndez,27-148,RB,78,0,Gustavo Velásquez,32-131,CB,90,0,Ian Glavinovich,21-303,CB,90,0,Ángelo Martino,25-082,LB,90,0,Zahir Mansilla,24-180,DF,12,0,Iván Gómez,26-179,RM,90,0,Juan Sforza,21-193,CM,90,0,Ignacio Schor,23-022,RW,12,0,Cristian Ferreira,23-348,LM,87,0,Ramiro Sordo,23-058,RW,78,0,Augusto Schott,23-221,FW,2,0,Brian Aguirre,20-086,LW,90,0,Fernando Martínez,28-267,CM,60,0,Jorge Eduardo Recalde,31-110,FW,88,0,Alan Aguerre,33-003,GK,90,0,Juan Cáceres,23-086,RB,83,0,Cristian Lema,33-155,CB,90,0,Jose Domínguez,27-037,CB,89,0,Braian Aguirre,23-029,RB,7,0,Juan Sánchez Miño,33-237,LB,90,0,Luciano Boggio,24-169,RM,23,0,Raúl Loaiza,29-079,RM,67,0,José Sand,43-040,CM,7,0,Felipe Peña,22-143,CM,83,0,Matías Esquivel,24-157,LM,67,0,Augusto Lotti,27-077,RW,34,0,Pedro De la Vega,22-200,LW,90,0,Lautaro Acosta,35-165,LM,23,0,Leandro Díaz,31-081,FW,90,0,Franco Troyansky,26-173,LW,56,0,,,,,,Alexandre Alemão,25-017,FW,20,1,,,,,,,,,,
Group stage,2,Tue,4/12/2022,18:15,Univ Católica cl,0.9,2–1,1.6,pe Sporting Cristal,,Estadio San Carlos de Apoquindo,Leodán González,https://fbref.com//en/matches/7fc543a2/Univ-Catolica-Sporting-Cristal-April-12-2022-Copa-Libertadores,,2022,Copa Libertadores,2,1,Javier Gandolfi,Guido Herrera,Diego Hernán Martínez,Fernando Tobio,Ciudad de Córdoba,0.6,0.4,11,8,5,4,6,4,3,3,0,0,0,4,0,0,6,9,1,0,4-2-3-1,3/5/2002,Guido Herrera,31-178,GK,90,0,Gastón Benavídez,27-307,RB,90,0,Matías Catalán,31-007,CB,68,0,Juan Rodríguez,29-179,CB,90,1,Juan Portillo,23-100,LB,90,0,Lucas Suárez,28-162,CB,22,0,Diego Ortegoza,26-129,DM,67,0,Rodrigo Villagra,22-193,DM,90,0,Luis Sequeira,20-230,DM,23,0,Valentín Depietri,22-299,AM,55,0,Diego Barrera,19-065,RW,67,0,Rodrigo Garro,25-234,AM,35,0,Ramón Sosa,23-360,LW,90,0,Luis Angulo,19-156,MF,23,0,Nahuel Bustos,25-053,FW,75,1,Lucas Chávez,28-017,GK,90,0,Fernando Tobio,33-312,CB,90,0,Fabio Pereyra,33-207,CB,90,0,Lucas Carrizo,26-098,"LB,CB",90,0,Patricio Pizarro,23-030,RB,45,0,Guillermo Benítez,29-261,WB,45,0,Walter Mazzantti,26-355,FW,45,0,César Ibáñez,24-070,WB,45,0,Matías Gómez,19-337,LM,14,0,Franco Alfonso,21-114,"CM,LM",76,0,William Alarcón,22-279,CM,90,0,Rodrigo Echeverría,28-131,CM,90,0,Matías Cóccaro,25-284,FW,54,1,Nicolás Cordero,24-137,FW,36,0,Héctor Fértoli,28-266,"FW,RM",81,0,Joel Soñora,26-345,RM,9,0,,,,,,Tomás Molina,28-136,FW,15,0,,,,,,,,,,
Group stage,2,Tue,4/12/2022,19:15,Boca Juniors ar,2.2,2–0,0.2,bo Always Ready,,Estadio Alberto José Armando,Gustavo Tejera,https://fbref.com//en/matches/c87a87f6/Boca-Juniors-Always-Ready-April-12-2022-Copa-Libertadores,,2022,Copa Libertadores,2,0,Néstor Gorosito,Facundo Garcés,Sebastián Romero,Cristian Tarragona,Santa Fe,0.46,0.54,15,15,6,2,9,13,2,4,4,0,0,3,0,0,17,12,0,0,4/3/2003,4/3/2003,Ignacio Chicco,27-056,GK,90,0,Alberto Espínola,32-198,RB,90,0,Paolo Goltz,38-105,CB,90,0,Facundo Garcés,23-354,CB,90,0,Rafael Marcelo Delgado,33-224,LB,90,0,Joaquín Ibáñez,26-354,LM,1,0,Rubén Botta,33-206,"RM,LM",89,0,Stéfano Moreyra,21-340,CM,65,0,Cristian Vega,29-342,CM,25,0,Fabio Álvarez,30-214,LM,75,0,Tomás Galván,23-136,RW,65,1,Santiago Pierotti,22-144,FW,15,0,Damián Batallini,27-062,LW,90,0,Baldomero Perlaza,31-084,"RM,RW",25,0,Jorge Benítez,30-357,FW,75,1,Tomás Durso,24-180,GK,90,0,Bautista Barros Schelotto,23-224,RB,90,0,Felipe Sánchez,19-140,CB,90,0,Germán Guiffrey,25-237,CB,90,0,Franco Torres,24-092,RM,23,0,Nicolás Colazo,33-048,LB,90,0,Rodrigo Saravia,23-008,CM,39,0,Alexis Steimbach,21-031,RM,67,0,Pablo de Blasis,35-202,LM,39,0,Agustín Bolívar,27-228,CM,51,0,Antonio Napolitano,24-190,LM,51,0,Benjamín Domínguez,19-340,LW,90,0,Erik Ramírez,26-338,FW,86,0,Rodrigo Castillo,24-180,RW,4,0,Cristian Tarragona,32-138,FW,86,0,Ivo Mammini,20-132,FW,4,0,,,,,,Eric Meza,24-139,RW,15,0,,,,,,,,,,
Group stage,2,Wed,4/13/2022,18:00,Libertad py,2.1,2–1,1.1,ve Caracas,,Estadio Defensores del Chaco,Facundo Tello,https://fbref.com//en/matches/dd828f87/Libertad-Caracas-April-13-2022-Copa-Libertadores,,2022,Copa Libertadores,2,1,Daniel Oldrá,Diego Matías Rodríguez,Omar de Felippe,Matías Mansilla,Mendoza,0.46,0.54,14,7,3,1,11,6,1,2,0,0,0,1,0,0,17,13,2,2,4-3-1-2,4/3/2003,Diego Matías Rodríguez,34-063,GK,90,0,Lucas Arce,26-013,RB,90,0,Pier Barrios,33-057,CB,90,0,Federico Rasmussen,31-176,CB,90,0,Thomas Galdames,24-280,LB,90,0,Cristian Núñez,25-341,CM,7,0,Roberto Nicolás Fernández,25-178,DM,90,0,Bruno Leyes,21-301,CM,83,0,Tadeo Allende,24-188,LM,25,0,Juan Andrada,28-235,LM,65,0,Hernán López Muñoz,22-354,AM,71,1,Claudio Valverde,21-154,AM,19,0,Salomón Rodríguez,23-192,FW,72,0,Enzo Larrosa,22-128,FW,18,0,Tomás Conechny,25-150,FW,90,0,Matías Mansilla,27-193,GK,90,0,José Gómez,23-174,RB,90,0,Gonzalo Goñi,25-011,CB,90,0,Sebastián Valdez,27-294,CB,90,0,Cristian Torres,23-246,RM,35,0,Gustavo Canto,29-183,LB,90,0,Maximiliano Álvez,19-277,LM,29,0,Mauro Pittón,29-019,RM,55,0,Mateo Sanabria,19-149,RW,35,0,Dardo Miloc,32-315,CM,90,0,Leandro Maciel,27-241,LM,61,0,Brian Farioli,25-189,RW,55,0,Lucas Gamba,36-064,LW,72,0,Ramón Cansinos,20-308,LW,18,0,Nicolás Leguizamón,28-213,FW,55,0,Michael Rangel,32-172,FW,35,0,,,,,,Santiago Hidalgo,17-353,LW,6,0,,,,,,,,,,
Group stage,2,Wed,4/13/2022,18:00,Colo-Colo cl,1.9,2–1,1.2,pe Alianza Lima,,Estadio Monumental David Arellano,Esteban Ostojich,https://fbref.com//en/matches/f9ce709f/Colo-Colo-Alianza-Lima-April-13-2022-Copa-Libertadores,,2022,Copa Libertadores,2,1,Martín Palermo,Gastón Suso,Julio Vaccari,Nicolás Tripichio,Vicente López,0.44,0.56,22,6,10,1,12,5,1,10,0,0,0,3,0,0,10,14,2,1,4-2-3-1,4-2-3-1,Ramiro Macagno,26-162,GK,90,0,Raúl Lozano,25-359,RB,90,0,Ignacio Vázquez,26-073,CB,90,0,Gastón Suso,32-168,CB,90,0,Sasha Marcich,25-090,LB,90,0,Iván Rossi,29-299,DM,18,0,Nicolás Castro,33-012,DM,90,0,Franco Díaz,22-364,DM,72,0,Facundo Russo,22-358,MF,17,0,Luciano Ferreyra,21-189,AM,73,0,Gabriel Gudiño,31-164,RW,62,0,Ronaldo Martínez,27-124,RW,28,0,Lucas Ocampo,25-277,LW,62,0,Maximiliano Zalazar,22-172,LW,28,0,Mateo Pellegrino,22-179,FW,89,0,Cristopher Fiermarin,25-238,GK,90,0,Nicolás Tripichio,27-234,RB,90,0,Julián Malatini,22-088,CB,90,0,Santi Ramos Mingo,21-279,CB,90,0,Agustín Sant'Anna,25-334,DM,35,0,Darío Cáceres,25-213,LB,90,0,Gastón Togni,25-341,AM,17,0,Julián López,23-231,DM,90,0,Santiago Solari,25-220,RW,35,0,Lautaro Escalante,24-056,DM,55,0,Rodrigo Bogarín,26-095,AM,73,0,Jonathan Berón,21-079,RW,55,0,Manuel Agustín Duarte,22-004,LW,55,0,David Barbona,28-186,LW,35,0,Lucas Pratto,35-084,FW,73,0,Nicolás Fernández,27-200,FW,17,0,,,,,,Nicolás Servetto,27-153,FW,1,0,,,,,,,,,,
Group stage,2,Tue,4/12/2022,21:30,Flamengo br,1.3,3–1,0.8,ar Talleres,42915,Estadio Jornalista Mário Filho,Jesús Valenzuela,https://fbref.com//en/matches/81097b55/Flamengo-Talleres-April-12-2022-Copa-Libertadores,,2022,Copa Libertadores,3,1,Pablo Lavallén,Lisandro López,Jorge Almirón,Javier Hernán García,Junín,0.25,0.75,4,7,2,3,2,4,2,1,3,0,0,1,0,0,12,16,1,0,4-1-4-1,4/3/2003,José Devecchi,28-049,GK,90,0,Gonzalo Bettini,30-335,RB,90,0,Juan Hernández,25-301,CB,90,0,Juan Manuel Insaurralde,38-328,CB,90,0,Gabriel Díaz,23-130,LB,90,1,Jean Pierre Rosso,26-142,RW,8,0,Diego Calcaterra,22-032,DM,90,0,Guido Mainero,28-157,"RM,RW",82,0,Manuel García,24-077,DM,30,0,Franco Paredes,24-162,CM,60,0,Sergio Quiroga,29-081,CM,60,0,Maico Quiroz,21-280,AM,30,0,Alan Marinelli,24-142,"LM,LW",82,0,Nahuel Gallardo,25-110,LW,8,0,Lisandro López,40-178,FW,56,0,Javier Hernán García,36-210,GK,90,0,Lucas Blondel,26-347,RB,90,0,Bruno Valdez,30-325,CB,90,0,Facundo Roncaglia,36-198,CB,90,0,Esteban Rolón,28-155,"CM,RM",45,0,Marcelo Saracchi,25-126,LB,90,0,Vicente Taborda,22-072,CM,45,0,Diego González,35-199,RM,45,0,Miguel Merentiel,27-184,"FW,LM",22,0,Jorman Campuzano,27-119,CM,45,0,Juan Ramírez,30-094,LM,68,0,Exequiel Zeballos,21-125,"RW,RM",90,0,Lucas Janson,29-011,LW,68,0,Nicolás Valentini,22-143,LM,1,0,Darío Benedetto,33-102,FW,90,0,Norberto Briasco,27-179,"LM,LW",21,0,,,,,,Agustín Fontana,27-077,FW,34,0,,,,,,,,,,
Group stage,2,Tue,4/12/2022,21:30,Peñarol uy,0.5,2–1,1.1,py Olimpia,19813,Estadio Campeón del Siglo,Raphael Claus,https://fbref.com//en/matches/823823bd/Penarol-Club-Olimpia-April-12-2022-Copa-Libertadores,,2022,Copa Libertadores,2,1,Carlos Tevez,Iván Marcone,Sebastián Méndez,Lautaro Gianetti,Avellaneda,0.53,0.47,11,9,5,4,6,5,3,3,4,0,0,4,0,0,15,14,1,3,5/3/2002,4-2-3-1,Rodrigo Rey,32-172,GK,90,0,Mauricio Isla,35-076,RB,90,0,Cristian Báez,33-140,CB,90,0,Joaquín Laso,33-054,CB,90,0,Ayrton Costa,24-046,CB,90,0,Edgar Elizalde,23-181,LB,16,0,Damián Pérez,34-248,LB,74,0,Sergio Ortíz,22-185,CM,60,0,Kevin Lopez,21-242,CM,30,0,Iván Marcone,33-085,CM,90,0,Federico Mancuello,34-154,CM,89,0,Agustín Mulet,23-186,CM,1,0,Alexis Canelo,31-205,FW,74,0,Martín Cauteruccio,36-135,FW,16,0,Matías Giménez,24-174,FW,90,2,Leonardo Burián,39-218,GK,90,0,Roberto Joaquín García,22-007,RB,90,0,Lautaro Gianetti,29-287,CB,90,0,Valentín Gómez,20-062,CB,90,0,Nicolás Garayalde,24-037,DM,19,0,Elías Gómez,29-079,LB,90,0,Abiel Osorio,21-075,DM,1,0,Juan Ignacio Méndez,26-121,DM,71,0,Claudio Aquino,32-034,AM,30,0,Yeison Gordillo,31-063,DM,89,0,Walter Bou,30-002,AM,60,0,Gianluca Prestianni,17-208,RW,71,0,Francisco Pizzini,29-342,LW,60,0,Lenny Lobato,22-205,RW,19,0,Braian Romero,32-073,FW,90,0,Santiago Castro,18-332,LW,30,1,,,,,,Luis Arenas,24-068,FW,10,0,,,,,,,,,,
Group stage,2,Tue,4/12/2022,21:30,Palmeiras br,2.5,8–1,0.1,bo Indep Petrolero,26409,Allianz Parque,Derlis López,https://fbref.com//en/matches/9cdd9f2a/Palmeiras-Independiente-Petrolero-April-12-2022-Copa-Libertadores,,2022,Copa Libertadores,8,1,Juan Manuel Sara,Sebastián Prediger,Fernando Gago,Iván Pillud,San Fernando,0.57,0.43,29,6,8,3,21,3,1,7,0,0,0,3,0,1,9,12,5,1,4-3-1-2,5/3/2002,Santiago Rojas,27-143,GK,90,0,Martin Garay,24-075,RB,90,0,Robert Rojas,27-118,CB,90,1,Brian Luciatti,30-161,CB,90,0,Sebastián Prieto,30-139,LB,90,0,Ezequiel Forclaz,20-145,CM,12,0,Lucas Menossi,31-046,RM,90,0,Sebastián Prediger,36-356,CM,78,0,Aaron Nicolás Molinas,23-024,AM,31,0,Alexis Castro,28-312,LM,90,0,José Paradela,24-254,AM,59,0,Gonzalo Flores,21-185,FW,12,0,Tomás Badaloni,23-116,FW,78,0,Juan Esquivel,23-004,FW,31,0,Blas Armoa,23-204,FW,59,0,Matías Tagliamonte,25-188,GK,90,0,Gastón Martirena,23-233,RB,65,0,Iván Pillud,37-124,"CB,RB",90,0,Tobías Rubio,19-030,"CB,CM",89,0,Leonel Miranda,29-231,CM,25,0,Santiago Quiros,20-175,CB,90,0,Nicolas Kozlovsky,20-113,"CB,CM",30,0,Ignacio Galván,20-354,LB,90,0,Gonzalo Escudero,16-147,"CB,CM",3,0,Agustín Almendra,23-196,CM,60,0,Santino Vera,17-137,CM,87,0,Baltasar Gallego,20-048,"CM,LW",90,1,Juan Quintero,30-220,FW,60,1,David González,20-049,"RW,RM,FW",30,0,Nicolás Meaurio,20-119,FW,87,0,Tomás Pérez,17-121,FW,3,0,,,,,,Franco Soldano,28-145,FW,14,0,,,,,,,,,,
Group stage,2,Thu,4/14/2022,19:00,Ath Paranaense br,2.2,1–0,0.2,bo The Strongest,,Estádio Joaquim Américo Guimarães,Darío Herrera,https://fbref.com//en/matches/c4867d75/Athletico-Paranaense-The-Strongest-April-14-2022-Copa-Libertadores,,2022,Copa Libertadores,1,0,Julio Falcioni,Facundo Cambeses,Miguel Ángel Russo,Jorge Broun,Lomas de Zamora,0.39,0.61,15,8,4,4,11,4,3,1,3,0,0,1,0,0,14,10,2,0,4/4/2002,3/4/2003,Facundo Cambeses,26-141,GK,90,0,Emanuel Coronel,26-208,RB,90,0,Alejandro Maciel,26-128,CB,90,0,Aaron Quirós,21-301,CB,90,0,Emanuel Insúa,32-140,LB,90,0,Ezequiel Cañete,24-072,RM,4,0,Juan Álvarez,27-199,RM,86,1,Eric Remedi,28-085,CM,90,0,Nicolás Sosa,27-144,CM,5,0,Brahian Alemán,33-248,CM,85,0,Ignacio Rodríguez,21-187,LM,89,0,Geronimo Rivera,20-010,LM,1,0,Juan Bisanz,22-000,FW,81,0,Jesús Soraire,34-268,FW,9,1,Sebastián Sosa,29-168,FW,90,1,Jorge Broun,37-094,GK,90,0,Juan Cruz Komar,27-015,"CB,RB",90,0,Facundo Mallo,28-224,CB,90,0,Carlos Quintana,35-198,CB,90,0,Laurtaro Giaccone,22-208,MF,45,0,Ulises Ciccioli,20-202,RM,45,0,Giovanni Bogado,21-346,CM,17,0,Tomás O'Connor,19-156,CM,73,0,Agustín Toledo,23-180,CM,45,0,Kevin Ortíz,22-344,CM,45,0,Alan Rodríguez,23-013,"LM,LB",90,0,Víctor Malcorra,36-035,"RW,RM",90,0,Jaminton Campaz,23-096,"LW,FW",73,0,Luca Martínez,22-223,FW,17,0,Octavio Bianchi,27-327,FW,90,0,Juan Miritello,24-055,FW,15,0,,,,,,Salomón Rodríguez,22-354,FW,23,0,,,,,,,,,,
Group stage,2,Wed,4/13/2022,21:00,River Plate ar,2.7,2–0,0.9,br Fortaleza,,Estadio Monumental Antonio Vespucio Libe...,Andrés Matonte,https://fbref.com//en/matches/5814c471/River-Plate-Fortaleza-April-13-2022-Copa-Libertadores,,2022,Copa Libertadores,2,0,Martín Demichelis,Enzo Pérez,Sergio Rondina,Iván Tapia,Capital Federal,0.72,0.28,15,6,6,2,9,4,1,2,0,0,0,1,1,0,8,12,0,0,4-2-3-1,5/4/2001,Franco Armani,36-315,GK,90,0,Santiago Simón,21-075,RB,90,0,Emanuel Mammana,27-198,CB,90,0,Ramiro Funes Mori,32-175,CB,90,0,Enzo Díaz,27-263,LB,82,0,Héctor David Martínez,25-218,LB,8,0,Enzo Pérez,37-186,"CM,DM",90,0,Nicolás De La Cruz,26-087,"DM,RM,LM",90,1,Ignacio Fernández,33-227,"RM,LW",9,0,Ezequiel Barco,24-151,"AM,LW",81,0,Agustín Palavecino,26-291,RW,62,0,Pablo Solari,22-158,RW,28,2,Manuel Lanzini,30-193,"LW,LM",62,0,Facundo Colidio,23-235,"LM,LW",28,0,Miguel Borja,30-213,FW,81,0,Guido Villar,25-193,GK,90,0,Mauro Peinipil,24-146,RB,82,0,Nicolás Capraro,25-177,CB,90,0,Francisco Álvarez,23-182,CB,90,0,Nicolás Tolosa,22-088,"RB,LM",8,0,Fernando Prado,22-159,"CB,LB",90,0,Carlos Arce,32-345,CM,7,0,Rodrigo Insúa,25-254,LB,68,0,Maximiliano Puig,22-343,"LM,RM",45,0,Facundo Mater,25-035,"RM,RB",90,0,Rodrigo Herrera,23-025,CM,83,0,Iván Tapia,24-277,CM,90,0,Brian Calderara,24-331,LM,45,0,Alexis Dominguez,26-301,FW,2,0,Bruno Sepúlveda,30-344,FW,88,1,Enrique Javier Borja,27-311,FW,19,0,,,,,,Salomón Rondón,33-345,FW,9,1,,,,,,,,,,
